no;farm_output;agri_land;tot_lab;tot_asset;LFA;hired_lab;rented_land;debt_asset;costs;subs;region;milkprice;price_ind;T
68;43511.43031;8.3;3735;195114.1033;0;0.266398929;1;0;21740.77598;0;C;344.6060506;77.988811;1
69;20673.56488;7.9;2315;125306.1898;1;0;0;0;18696.30566;0;A;320.225002;77.988811;1
70;23064.24808;9.5;3143;96758.73909;1;0;0;0;17454.28544;0;A;325.0456407;77.988811;1
71;40424.61842;12.3;4600;134843.2485;0;0;0;0;25892.69219;0;B;342.3824172;77.988811;1
72;34847.83558;4.28;3805;125921.7189;1;0;0;0;14442.69562;0;A;304.9816449;77.988811;1
73;75821.37057;18.35;4800;177863.8352;1;0;0.272479564;0.31374088;40730.40914;905.3669919;D;360.8665762;77.988811;1
74;43819.28974;19.33;4833;275044.5629;0;0;0;0.028458903;31411.44379;0;A;378.3630282;77.988811;1
75;42081.4227;13;7040;137411.657;1;0;0;0;27292.58;0;B;346.2207726;77.988811;1
76;15797.88618;12;2530;99177.17898;1;0.043478261;0;0;19582.73707;0;A;349.5620214;77.988811;1
77;36906.55135;20.5;4070;126794.6916;1;0;0;0;30012.38141;0;A;349.1358408;77.988811;1
78;28902.70522;8.3;2700;92596.17483;1;0;0;0;18455.00738;0;A;354.0470792;77.988811;1
79;17412.25115;4.6;2300;40797.00591;1;0;0;0;9246.927595;0;B;343.4087934;77.988811;1
80;13103.31336;6.75;2300;134314.3186;0;0;0.37037037;0;7105.16555;0;B;323.5422609;77.988811;1
81;19848.58023;10.87;2400;77452.76248;1;0;1;0;8373.161737;0;B;325.125513;77.988811;1
82;29630.9526;10.24;3958;104345.89;0;0;0;0;12579.91887;0;A;369.6400647;77.988811;1
83;89480.09658;24;4800;248335.7677;1;0;0.583333333;0.066911596;42495.65373;361.5525996;D;359.0787189;77.988811;1
84;38375.93361;9.97;3650;108447.5439;1;0.063013699;0;0;15968.87744;0;B;351.5308976;77.988811;1
85;44997.48327;30;2826;135678.6451;1;0.009200283;0;0;32827.15272;0;A;378.9762138;77.988811;1
86;27143.85432;6.61;4013;97440.85003;0;0;0;0.067235904;14659.98704;0;A;328.5828482;77.988811;1
87;17326.24212;5;2310;111388.4571;1;0;0;0;5521.683653;0;B;329.383588;77.988811;1
88;44613.98388;9.5;4580;130154.5483;0;0;0.947368421;0;23433.78494;0;B;338.8432147;77.988811;1
89;69285.07573;25.88;4643;518080.4126;0;0;0;0.123595188;33152.60406;0;A;377.4582435;77.988811;1
90;38237.13589;10;4270;180396.7501;1;0;1;0.012350519;22255.3416;0;C;360.5554979;77.988811;1
91;16543.60251;4.25;2810;82464.67188;0;0;1;0;8218.415443;0;B;319.8365034;77.988811;1
92;31512.26057;11.7;3976;162693.2273;0;0;0;0.148506589;13047.279;0;A;339.2353806;77.988811;1
93;30010.39283;16;3600;45203.18054;1;0;0.0625;0;14188.6716;149.29596;D;347.545173;77.988811;1
94;42314.50845;15;3600;106048.9436;1;0;0.2;0;25578.95196;496.8732653;D;342.4580108;77.988811;1
95;22087.27928;7;2973;87920.99399;1;0;0;0;14275.84269;0;A;341.1537779;77.988811;1
96;38904.10689;14.5;3600;100216.308;1;0;0;0;23754.73064;55.33685365;A;383.3789632;77.988811;1
97;52738.00844;19;4350;238590.4771;1;0;0;0;30207.41146;0;B;342.4509587;77.988811;1
98;20175.34493;9.8;2460;94886.18049;1;0.004065041;0;0;19035.09321;0;A;301.9226132;77.988811;1
99;38616.87853;13;2910;117412.1429;1;0;0;0;20017.30273;0;A;363.209391;77.988811;1
100;22897.88228;7;3460;90185.04932;1;0;0;0;14768.33609;0;A;334.3947646;77.988811;1
101;13866.5473;9.31;2310;73660.87178;1;0;0.708915145;0;6888.66519;0;B;287.6092282;77.988811;1
102;26227.5001;14.5;2790;74252.41754;1;0;0.620689655;0;16923.94164;0;C;318.5657326;77.988811;1
103;37171.32925;22;4800;128840.8881;1;0;0.681818182;0.180277817;18852.1096;340.6866334;D;435.42903;77.988811;1
104;20212.25929;7.5;2830;108803.5889;1;0.035335689;0;0;17788.36097;0;A;345.614894;77.988811;1
105;30612.28091;9;2300;124066.3839;1;0;0.333333333;0;19172.68559;0;B;353.5044881;77.988811;1
106;19752.80584;15;2675;121641.8226;1;0;0;0.058737524;18257.73315;36.85616332;A;359.1681107;77.988811;1
107;57141.9112;19.5;4450;176897.6292;1;0;0.487179487;0.009741609;27304.95317;0;C;362.2462286;77.988811;1
108;28560.92954;10.07;4004;110229.5059;0;0;0;0;14727.2871;0;A;357.3833497;77.988811;1
109;32962.33995;10.5;3829;67163.34872;1;0.062418386;0.380952381;0;14541.25964;0;B;341.9347513;77.988811;1
110;28939.79376;7.3;4680;166450.0743;1;0;0.95890411;0.440302265;19537.63821;0;B;319.9431237;77.988811;1
111;18250.27389;6.5;2390;204614.7478;1;0;0;0;14556.90023;0;A;333.4728317;77.988811;1
112;40066.33195;11.3;3600;175675.8106;1;0;0;0.14942713;25906.09719;76.0210557;A;377.9642141;77.988811;1
113;17399.64118;9;2300;69243.59503;1;0;0.333333333;0;10196.15346;0;B;359.2376396;77.988811;1
114;18740.29619;6.4;3294;123880.2413;1;0;0;0;15806.19478;0;A;328.9708682;77.988811;1
115;69986.54409;17.3;3970;224259.2004;1;0;0;0;22274.22382;0;A;343.6475615;77.988811;1
116;24999.09308;18.75;2130;131205.8363;1;0;0;0;11386.72919;0;C;318.3314826;77.988811;1
117;34588.48696;7;4206;145211.4031;1;0;0;0;23437.40487;0;A;350.939389;77.988811;1
118;50832.45147;5.96;4579;211904.1794;0;0;0;0;22433.78523;0;A;385.3110568;77.988811;1
119;15555.47031;12.37;2240;51537.8223;1;0;0.485044462;0;11177.42574;0;C;299.7183471;77.988811;1
120;28086.49777;8.25;2305;140663.5996;1;0;0;0;14802.21398;0;A;500.1681912;77.988811;1
121;36963.38336;4;2130;71943.9953;1;0;1;0;21572.53011;0;C;330.3251418;77.988811;1
122;19478.27747;12;3430;73227.01708;1;0;0;0;10695.91254;0;B;353.1263796;77.988811;1
123;28946.13058;7.8;2198;159875.7985;0;0;0;0;18698.71326;0;A;331.225215;77.988811;1
124;19631.3371;10;3541;78597.03295;1;0;0;0;14999.76337;0;A;317.4653557;77.988811;1
125;18826.60298;3.6;2295;81727.0395;1;0;0;0;7224.615213;0;A;317.5214972;77.988811;1
126;26443.02421;11.4;3500;153422.8203;1;0;0.175438596;0;18736.13372;0;B;352.0844598;77.988811;1
127;15181.99277;14;2290;67124.63231;1;0;0.357142857;0;6656.541433;0;B;347.0309672;77.988811;1
128;33615.99654;16;2810;135636.057;1;0.007117438;0;0;30173.71415;0;A;366.586658;77.988811;1
129;27649.65554;13;2420;105477.4781;1;0;0;0;10145.09585;0;A;343.596531;77.988811;1
130;22145.04852;6;2448;77952.17349;1;0;0;0;15941.23342;0;A;354.7702778;77.988811;1
131;80950.63423;12.5;4800;299596.8091;1;0;0.16;0.23728611;52078.37653;356.7914391;D;358.1040756;77.988811;1
132;57348.24055;4.35;3565;199303.5077;1;0;0;0;22130.01921;0;A;332.6952277;77.988811;1
133;36258.53377;11.15;3942;128913.2671;0;0;0;0;14671.19082;0;A;362.8852183;77.988811;1
134;44342.17693;5.52;3950;137489.4143;1;0;0.942028986;0;18843.34777;0;C;352.1240485;77.988811;1
135;80201.20832;29;4100;153854.3416;1;0.12195122;0.586206897;0;30113.39601;100.7535965;D;364.468458;77.988811;1
136;24555.25974;6.2;2900;107623.5214;1;0.1;0;0;18870.77682;0;A;492.2237224;77.988811;1
137;30530.88369;10;4595;134148.5808;1;0;0;0;17324.12211;0;A;325.9031042;77.988811;1
138;17726.56147;21;3790;134756.2409;1;0;0.047619048;0;15639.47084;15.42177616;B;328.5040746;77.988811;1
139;57876.74548;9.5;4800;116947.9953;1;0;0;0;33186.14659;695.7185425;D;349.2367196;77.988811;1
140;28706.8115;8;2400;48830.54715;1;0;1;0;18440.96613;719.0115255;D;446.44821;77.988811;1
141;20193.44596;6;3230;126519.0302;1;0;0;0;9753.212915;0;B;318.5388693;77.988811;1
142;24275.53933;4.7;2202;136949.0056;0;0;0;0;14449.60015;0;A;345.2145229;77.988811;1
143;15425.6766;26.8;3190;71769.42592;1;0;0.671641791;0;12278.65498;0;B;271.9502385;77.988811;1
144;47053.27643;3.56;4540;186064.5793;0;0.033039648;0;0;29580.06856;0;C;341.1738022;77.988811;1
145;14044.65232;1.75;2235;41571.9108;1;0;0;0;4946.008844;0;A;267.3875735;77.988811;1
146;33768.87037;10.98;3952;122729.4939;0;0;0;0;17695.05062;0;A;362.4700038;77.988811;1
147;45177.39752;11.5;4260;121636.7164;1;0;0;0;21699.52062;0;C;305.058912;77.988811;1
148;59927.27419;21.55;5060;214949.1771;0;0;0;0;30714.16112;0;A;375.9651146;77.988811;1
149;16658.29392;5.47;2892;110863.4514;1;0;0;0;13227.25314;0;A;328.1158588;77.988811;1
150;47502.14396;18.7;4800;195429.3915;1;0;0.320855615;0.158676588;24742.75273;216.3043725;D;345.8490954;77.988811;1
151;36836.96613;6.6;2930;177854.5014;1;0;0;0;25005.03985;0;A;336.351708;77.988811;1
152;21844.31681;10.93;2120;74920.21381;1;0;0.091491308;0;9706.463139;0;C;344.7742531;77.988811;1
153;19920.25347;6.91;3090;71653.00437;1;0;0.1447178;0;11199.74731;0;B;333.6656632;77.988811;1
154;29247.48094;12.24;3983;197447.974;0;0;0;0;17102.54005;0;A;351.9629665;77.988811;1
155;14702.64415;6.42;2310;54100.5489;0;0;0;0;7231.18443;0;B;325.8005772;77.988811;1
156;57951.73669;22.5;5450;285675.5187;1;0;0.388888889;0;36394.32271;0;C;322.3442859;77.988811;1
157;61092.46267;19.75;3750;379008.489;1;0;0;0.043241086;52635.11762;31.31682578;A;384.229325;77.988811;1
158;69807.5211;19.5;5800;198927.3407;1;0;0.564102564;0;37934.21054;0;C;369.4001057;77.988811;1
159;59012.79773;20.85;6050;238679.6085;1;0;0;0;21731.25749;0;A;340.2700142;77.988811;1
160;81469.403;13;2400;179761.9361;1;0;0.230769231;0.010835015;47614.29366;855.974468;D;342.7181432;77.988811;1
161;24097.90089;6.85;3905;113181.5318;1;0;0;0;13584.87128;0;A;321.3276712;77.988811;1
162;25362.48501;11.1;3155;122175.4821;1;0;0;0;19122.44483;0;A;327.6223715;77.988811;1
163;14678.3597;5.04;2980;40853.82496;0;0;0.823412698;0;9021.880365;0;C;299.0469337;77.988811;1
164;21295.04425;11.5;4100;129617.4254;1;0;0;0;16122.97026;0;A;322.168809;77.988811;1
165;57871.12216;10.2;4249;180028.1149;1;0;0;0;24627.25926;12.95456482;A;358.0897204;80.2800242;2
166;28304.39235;10.5;3378;66311.3558;1;0.04973357;0.380952381;0;15833.07876;52.07352162;B;313.505997;80.2800242;2
167;23298.45338;10.75;2670;71866.91251;1;0;1;0;21600.67326;47.47167553;C;310.9109656;80.2800242;2
168;28429.63574;10.24;4051;104141.1834;0;0;0;0;18221.12453;4.829819131;A;348.6101418;80.2800242;2
169;27214.07873;8.5;4997;145967.8694;0;0;0;0;19682.27772;0;A;311.3863841;80.2800242;2
170;46507.18548;16.11;4740;145357.6747;0;0;0.444444444;0;28667.05227;47.51587634;C;338.1059449;80.2800242;2
171;29735.4969;25;3659;152966.5454;1;0;0;0;27975.4943;0;A;300.9782699;80.2800242;2
172;29906.048;6.92;3975;164230.2613;0;0;0.138728324;0;22119.54748;8.090961048;A;299.9173858;80.2800242;2
173;31147.59349;12.67;3054;215210.4386;0;0;0;0;25142.71602;11.42165088;A;311.5591136;80.2800242;2
174;20588.27331;9.86;2880;100949.1129;1;0;0.60851927;0;13859.35327;55.45354737;C;278.3610222;80.2800242;2
175;34401.65613;7;3835;133144.7254;1;0;0;0;22921.59291;2.562017264;A;359.8230534;80.2800242;2
176;62410.99379;18.71;4189;264272.1126;0;0;0;0.058866494;44860.79088;0;A;316.9795451;80.2800242;2
177;64462.99314;12;4660;169087.4235;1;0;0;0;41070.9586;182.2573257;B;347.3111327;80.2800242;2
178;115842.0397;57;9600;232946.4296;1;0;0.421052632;0.167674834;77823.115;143.6209469;D;331.167768;80.2800242;2
179;60281.0993;13.3;4500;161683.1263;1;0;0.37593985;0;35630.20985;287.7747248;B;321.7127642;80.2800242;2
180;15210.43781;11.3;3767;98679.83177;1;0;0;0;14781.43315;3.13547116;A;284.2162691;80.2800242;2
181;40719.63214;13;5900;268541.7544;0;0;0.384615385;0;22041.7375;16.82375314;C;341.6928879;80.2800242;2
182;28930.08431;13.3;2820;102325.1449;1;0;0;0;22472.19663;0;A;328.2044394;80.2800242;2
183;19862.59827;6.7;3414;68267.46242;1;0;0;0;15222.34848;0;A;332.1805075;80.2800242;2
184;46925.13849;13.57;2320;134329.5132;0;0;0.397936625;0.031104256;24719.05261;16.11708112;B;326.1190831;80.2800242;2
185;25640.27221;6.76;2300;143902.8345;1;0;0.562130178;0.052776285;13566.5567;0;B;323.1161882;80.2800242;2
186;20655.75898;3.7;2647;69556.33311;1;0;0;0;11883.9504;0;A;315.9730503;80.2800242;2
187;19743.30132;5.9;2350;153559.6409;1;0;0.677966102;0;10567.03605;123.5642886;C;282.6023382;80.2800242;2
188;36034.85463;10;2680;159809.5697;1;0.048507463;0;0;25720.34553;0;A;341.433215;80.2800242;2
189;22892.70911;4.81;3882;75052.88412;0;0;0;0;15205.51983;2.273480154;A;306.903686;80.2800242;2
190;40517.51075;9;2870;108209.5723;1;0;0.666666667;0;15490.52521;243.0097676;B;324.4398212;80.2800242;2
191;18409.34339;5.31;2500;45228.85844;1;0.084;0.094161959;0;7437.158005;185.3464329;B;314.2235761;80.2800242;2
192;24733.92882;8.4;4123;97629.73332;1;0;0;0;17381.04021;0;A;309.3273656;80.2800242;2
193;73801.76056;25;2480;198850.4981;1;0;0;0.09785775;62638.94649;0;A;385.8043663;80.2800242;2
194;151644.3001;30;6900;406886.722;1;0.333333333;0;0;75689.81124;221.624908;C;356.9477932;80.2800242;2
195;95526.93486;7.4;7740;230391.0911;1;0;0;0;57547.28052;0;A;378.1052304;80.2800242;2
196;23934.81672;10.71;2155;151782.1972;0;0;0;0;18985.11544;2.504974635;A;294.5221966;80.2800242;2
197;24793.96536;6.6;5710;112153.6268;1;0;0;0;20793.2978;2.485327168;A;346.6089847;80.2800242;2
198;32706.2684;21;2940;168947.5987;1;0;0;0.194466419;21626.04553;0;A;354.6612162;80.2800242;2
199;26223.29007;12.1;4075;86832.80487;0;0;0;0;22494.25339;5.452657182;A;310.8293243;80.2800242;2
200;32912.60993;12;2915;129235.0005;1;0.070325901;0;0;28780.14206;0;A;321.7148662;80.2800242;2
201;75647.83147;20;6000;136687.6862;1;0;0.05;0;46332.31402;274.3381008;D;325.1082873;80.2800242;2
202;24025.44278;9;3812;102859.7493;1;0;0;0;22078.46738;0;A;295.5924753;80.2800242;2
203;26516.21126;6.32;1946;127308.3688;0;0;0;0;16218.28789;11.02772173;A;291.7478962;80.2800242;2
204;33460.7891;12.9;3005;104461.1024;1;0.21797005;0;0.471056099;27767.50726;0;A;295.1099586;80.2800242;2
205;38727.06923;7.5;4800;50256.76073;1;0;0.6;0;19364.66537;226.4160886;D;375.3081354;80.2800242;2
206;24013.11658;2.98;3998;86029.15837;1;0;0;0;10758.79016;0;A;253.5277953;80.2800242;2
207;64517.05532;19.3;3560;202305.9703;1;0;0.440414508;0;29564.54366;188.867695;B;339.3601152;80.2800242;2
208;55599.86717;18;2990;197551.4222;1;0;0;0.097206387;33482.46812;0;A;348.3145197;80.2800242;2
209;56426.01891;8.65;4660;161565.873;0;0;0.971098266;0.113476348;27042.1274;25.28425327;C;365.0833347;80.2800242;2
210;22082.72157;8.4;4320;86115.44982;1;0;0;0;19891.60512;0;A;304.9783326;80.2800242;2
211;29294.80939;12;4800;40651.54211;1;0;0.333333333;0.003284754;12457.08074;182.2573257;D;280.6263773;80.2800242;2
212;31790.24245;10;5950;98697.2117;1;0;0.5;0;20153.18991;291.6117211;C;323.9191118;80.2800242;2
213;89520.73265;23;3995;328271.7946;1;0.111389237;0;0.006285629;63150.75062;0;A;293.7751193;80.2800242;2
214;33935.31413;19;2920;63839.56814;1;0;1;0;25001.87111;57.55494495;C;351.992054;80.2800242;2
215;72507.84447;13;6000;170138.3357;1;0;0;0.068435726;43158.8555;459.0843325;D;315.8222099;80.2800242;2
216;38041.41637;13.67;3216;117527.9014;0;0;0;0;28008.99485;4.635495757;A;307.5943351;80.2800242;2
217;32561.72186;11.03;5106;224702.4071;0;0;0;0;21281.71273;11.17007726;A;338.0305875;80.2800242;2
218;33669.76377;9.97;3420;121996.7009;1;0;0;0.035550393;16259.75205;113.3395606;B;312.7818736;80.2800242;2
219;23713.18739;6;3050;88073.2963;1;0;0.333333333;0;9307.207424;121.5048838;C;329.0345629;80.2800242;2
220;18452.71257;3.2;3311;90128.60282;1;0;0;0;11298.99217;0;A;283.8357649;80.2800242;2
221;68196.69085;11;7200;69946.99685;0;0;0.272727273;0;33748.36392;352.978094;D;602.1681544;80.2800242;2
222;20106.69449;6.55;2489;121277.9241;1;0;0;0;15025.73468;0;A;301.6992701;80.2800242;2
223;50825.52926;12.5;2430;136980.6561;1;0;0;0;30551.44563;0;A;347.8714745;80.2800242;2
224;33378.03419;19.5;4870;129126.3342;1;0;0.487179487;0;28322.57836;142.0672487;C;344.9040054;80.2800242;2
225;31819.89462;10.3;3490;103832.6205;0;0;0.684466019;0;16070.07507;56.62363516;B;328.9207105;80.2800242;2
226;28803.61938;11;2455;128544.5666;1;0;0;0.059978448;21395.73525;0;A;303.9611322;80.2800242;2
227;14265.93116;5.9;2780;96139.42258;1;0;0.254237288;0;8071.457802;203.8810762;C;267.092101;80.2800242;2
228;96291.2585;9.5;5270;321260.9114;0;0.102466793;0.315789474;0.370611663;64540.67793;46.04395596;C;350.3693238;80.2800242;2
229;14391.51313;7.6;3275;124972.131;1;0.044274809;0;0;16473.93915;0;A;324.1260241;80.2800242;2
230;76403.09609;34.72;6920;285866.8491;1;0.002890173;0.285714286;0;37230.31111;104.9869388;C;364.8351959;80.2800242;2
231;30761.36448;20;6000;208911.0922;1;0;0.1;0.434445747;22582.68413;398.3062531;D;331.0854652;80.2800242;2
232;85678.08471;38;3740;239881.9188;1;0;1;0;48939.51635;57.55494495;C;361.0359406;80.2800242;2
233;81855.66688;21.5;7200;212262.575;1;0;0.488372093;0;37995.58745;156.6565292;D;303.9840212;80.2800242;2
234;19068.93532;18;10800;39630.17007;1;0;0.444444444;0.669349632;6822.344018;255.6815119;D;274.504669;80.2800242;2
235;39829.99072;17;7200;110106.5892;1;0;0.117647059;0.046477496;19662.16483;302.3031502;D;300.0114647;80.2800242;2
236;14118.88225;25.71;7200;49151.3236;1;0;0.447296772;0.140302469;14251.93815;189.2643436;D;310.7036796;80.2800242;2
237;43093.70335;15;4800;160968.9144;1;0;0;0;25409.25458;163.554808;D;294.1337913;80.2800242;2
238;49571.37;9;2920;115741.693;1;0;0.666666667;0;33058.00522;0;C;326.7856666;80.2800242;2
239;36895.92811;24;4800;114363.257;1;0;0.166666667;0;17089.56832;174.6632704;D;289.6988919;80.2800242;2
240;25825.40878;10.25;3508;126694.6474;1;0.030786773;0.302439024;0;13007.42541;184.9245061;B;365.5102476;80.2800242;2
241;26549.73716;4.6;5278;86252.50587;1;0;0;0;12035.42391;15.8484631;A;276.5860483;80.2800242;2
242;166059.4115;64;11400;704261.2692;1;0.052631579;0.84375;0;119367.5567;152.6405103;D;337.7277668;80.2800242;2
243;31580.32499;10.5;4035;147934.5553;1;0;0;0;27845.49749;0;A;301.0875669;80.2800242;2
244;26642.58156;13;2850;85314.46935;0;0;0;0;17357.62746;33.64750628;B;298.7442835;80.2800242;2
245;52482.55906;13.9;4600;131873.3936;1;0;0.431654676;0;38975.20774;183.5685295;C;353.9396891;80.2800242;2
246;28838.546;20.5;4070;111154.9665;1;0;0;0;32144.84519;0;A;312.589337;80.2800242;2
247;40419.56473;25;3100;94899.23048;1;0;1;0;18555.4166;72.90293028;C;333.6848431;80.2800242;2
248;37796.06773;13.85;3350;221885.0798;0;0;0.072202166;0.010176447;26571.905;31.58249687;C;326.4038729;80.2800242;2
249;72199.53843;16.88;4370;313730.9606;0;0.038901602;1;0;37610.18242;25.91336384;C;344.6892368;80.2800242;2
